,Time,X,Y,Z,A,B,C,LineNumber,ProgTime,X_Norm,Y_Norm,Distance,X_Trans,Y_Trans
2025,8.1,752.0877472141412,-483.98327959752703,8.901815011918321,-0.000452916752382,-0.000461197213173,-0.001013295569822,2,1.344,0.9888232888376173,0.000900400626020178,1.173,0.8665830004985935,0.17065659980795012
2026,8.104,752.1471443362065,-483.9762101196776,8.898049304064662,-0.00013138683312,-0.000133802143998,-0.00098290952464,2,1.348,0.9903053688199285,0.0009657876075062087,1.177,0.8670323570759669,0.17070429531650266
2027,8.108,752.2010759863934,-483.9683923326002,8.894977650154383,0.000145050381775,0.000167562749987,-0.000841152914686,2,1.352,0.9916510740725738,0.0010380958472062838,1.182,0.8674401232979283,0.17075703863890657
2028,8.112,752.2494818726243,-483.9599433352834,8.892126492622868,0.000414975775455,0.000422679216084,-0.000688820562335,2,1.356,0.9928589001845869,0.0011162422737028602,1.182,0.8678058586658766,0.17081403990944666
2029,8.116,752.2925683138375,-483.9504054931225,8.889526209389121,0.000644832532528,0.00067669050768,-0.000460431329166,2,1.36,0.993933995236515,0.0012044596388428657,1.184,0.8681310399786105,0.170878385876859
2030,8.12,752.3308158817267,-483.9408486748647,8.887670218734593,0.00087011732607,0.000876484266611,-0.000441312046951,2,1.364,0.9948883504774728,0.0012928525176096022,1.187,0.868419508124054,0.17094286019281446
2031,8.124,752.3638527692658,-483.92981437116975,8.885939411865547,0.00102527593938,0.001064372970663,-0.000277229259338,2,1.368,0.9957126885598094,0.0013949109477765281,1.189,0.8686681691442808,0.1710173004662524
2032,8.128,752.3924139807176,-483.91854131735937,8.885264410420806,0.001175907041237,0.001217906005383,-0.000190485839675,2,1.372,0.9964253493469231,0.001499177624395422,1.195,0.8688828270104147,0.17109335121816782
2033,8.132,752.4160739974191,-483.90468795537936,8.884426832341775,0.001336357080303,0.001381457515626,-4.84768629e-07,2,1.376,0.9970157152756945,0.001627310075277872,1.2,0.8690598177552409,0.17118680673397302
2034,8.136,752.436017005253,-483.8909880526946,8.884456752877236,0.001437443609282,0.001484529620268,0.000115733923823,2,1.38,0.9975133342119339,0.0017540231511640296,1.204,0.8692086315256451,0.1712792270026139
2035,8.14,752.4519147920641,-483.8755837885575,8.884861668713986,0.001554280909943,0.001583814741963,0.000213822084785,2,1.384,0.9979100165894061,0.0018965001990296517,1.206,0.8693264329854216,0.17138314340876204
2036,8.144,752.464468464089,-483.85932246286313,8.884671127408966,0.001710707681403,0.001782974473545,0.000291331626219,2,1.388,0.9982232564462485,0.002046904376645331,1.207,0.8694186984852794,0.17149284059523273
2037,8.148,752.4748410644846,-483.84267910202743,8.883084670841619,0.00195141675931,0.002008506234483,0.000208960759343,2,1.392,0.9984820740939112,0.0022008420719048898,1.206,0.8694943416791419,0.17160511459350658
2038,8.152,752.4846090897357,-483.82566181234046,8.881812237617149,0.002166948684294,0.002228241058044,0.000176864070816,2,1.396,0.9987258063521085,0.002358238308148119,1.203,0.8695653280772674,0.1717199114363963
